SKU ID,Cor/Variante,Preço,Preço Original,Estoque,Tipo de Produto,Desconto AliExpress
12000039248326638,"14:200025551#10pcsTouMing-blue",$4.19,N/A,10,"10pcsTouMing-blue",N/A
